priority_score,normalized_name,canonical_name,lookup_count,is_ready,allergens,diets,blocked_diets,reason_codes,top_surface_forms,datasets,review_status,review_notes
1880,and citric acid added to help protect flavor,and citric acid added to help protect flavor,27,no,fish | milk | soy,Gluten-free,Pescatarian | Vegan | Vegetarian,allergen:fish | allergen:milk | allergen:soy | diet_block:meat | evidence:surface_form | review:ambiguous_generic,"and citric acid added to help protect flavor (beef water, salt, hydrolyzed soy protein, spices, dextrose, sodium phosphate, dried onion, dried garlic, dried worcestershire sauce (distilled vinegar, molasses, corn syrup, salt, caramel color, garlic powder, sugar, spices, tamarind, natural flavor , bha, bht, citric acid), not smoked provolone cheese cultured pasteurized milk, salt, enzymes , fully cooked beef patty crumbles (beef, water, textured vegetable protein (soy flour, caramel color , salt, spice, granulated onion, and granulated garlic) (9) | and citric acid added to help protect flavor (beef, water, salt, hydrolyzed soy protein, spices, dextrose, sodium phosphate, dried onion, dried garlic, dried worcestershire sauce distilled vinegar, molasses, corn syrup, salt, caramel color, garlic powder, sugar, spices, tamarind, natural flavor , bha, bht, citric acid) (7) | and citric acid added to help protect flavor (pork, beef, salt, topping: parmesan and romano cheese blend (parmesan cheese made from cow's milk, salt, enzymes , romano cheese made from cow's milk, salt, enzymes , powdered cellulose/starch blend added to prevent caking), breadcrumbs (bleached flour, water, vegetable oil soybean oil, cottonseed oil, and/or canola oil , salt, yeast (6) | and citric acid added to help protect flavor (beef, pork, water, bread crumbs wheat, flour, water, salt, yeast, also (4) | and citric acid added to help protect flavor (beef, water, salt, hydrolyzed soy protein, spices, dextrose, sodium phosphate, dried onion, dried garlic, driedworcestershire sauce distilled vinegar, molasses, corn syrup, salt, caramel color, garlic powder, sugar, spices, tamarind, natural flavor , bha, bht, citric acid) (1)",usda_only_train:17 | usda_only_holdout:7 | usda_only_val:3,,
1880,southwest ranch dressing,southwest ranch dressing,16,no,egg | milk | soy,Gluten-free,Pescatarian | Vegan | Vegetarian,allergen:egg | allergen:milk | allergen:soy | diet_block:animal_derivative | evidence:surface_form | review:product_style | review:surface_form_composite,"southwest ranch dressing (soybean oil, water, cultured nonfat yogurt water, nonfat dry milk, modified food starch, whey protein concentrate, gelatin, lactic acid bacteria cultures , buttermilk, distilled vinegar, pear juice concentrate, lime juice concentrate, extra virgin olive oil (11) | southwest ranch dressing* (water, highly refined soy oil*, sour cream* pasteurized nonfat milk* and cream , white wine vinegar*, cane sugar*, onion*, cilantro*, egg yolk*, salt, natural flavors (5)",usda_only_train:14 | usda_only_val:1 | usda_only_holdout:1,,
1880,cranberry almond chicken salad,cranberry almond chicken salad,10,no,egg | soy | tree nut,Gluten-free,Pescatarian | Vegan | Vegetarian,allergen:egg | allergen:soy | allergen:tree_nut | diet_block:meat | evidence:surface_form | review:product_style | review:surface_form_composite,"cranberry almond chicken salad (cooked white meat chicken, salad dressing soybean oil, water, vinegar, sugar, egg yolks, modified food starch, salt, mustard flour, spice, paprika, natural flavor, dried garlic , celery, sweetened dried cranberries cranberries, sugar, sunflower oil , water chestnuts, almonds, sugar (6) | cranberry almond chicken salad (4)",usda_only_train:7 | usda_only_val:2 | usda_only_holdout:1,,
1880,neptune salad,neptune salad,8,no,egg | fish | wheat,Pescatarian,Gluten-free | Vegan | Vegetarian,allergen:egg | allergen:fish | diet_block:gluten_free | evidence:surface_form | review:product_style | review:surface_form_composite,"neptune salad (imitation crabmeat (a blend of fish with natural and artificial flavors fish protein (pollock, cod and/or whiting), water, wheat starch, potato starch, egg whites, sugar, sorbitol (8)",usda_only_train:4 | usda_only_val:4,,
1870,surimi,surimi,90,no,egg | fish | soy | wheat,Pescatarian,Gluten-free | Vegan | Vegetarian,allergen:egg | allergen:fish | allergen:soy | diet_block:gluten_free | evidence:surface_form | review:product_style | review:surface_form_composite,"surimi (fish protein pollock and/or whiting , water, wheat starch, sugar, egg whites, potato starch, tapioca starch, sorbitol, mayonnaise (soybean oil, water, whole eggs and egg yolks, vinegar, salt, sugar, lemon juice from concentrate , oleoresin paprika, natural flavors, calcium disodium edta used to protect quality ); celery; water; food starch-modified; potassium sorbate (preservative); citric acid (antioxidant); nisin preparation, natural flavor (9) | surimi (alaska pollock, water, wheat starch, sugar, egg whites, potato starch, sorbitol, salt, wheat flour, natural and artificial flavors hydrolyzed soy protein, crab extract , sodium tripolyphosphate, tetrasodium pyrophosphate, color added, carmine color) (8) | surimi (fish protein pollock and/or whiting , water, wheat starch, sugar, egg whites, potato starch, tapioca starch, sorbitol (7) | surimi (fish protein alaska pollock, and/or pacific whiting , water, wheat flour, natural and artificial flavor, soybean oil, salt, sugar (6) | surimi (fish protein alaska pollock, pacific whiting , water, wheat starch, egg whites, sugar, potato starch, tapioca starch, sorbitol, mirin wine sake, sugar, salt, water, yeast extract) (6)",usda_only_train:61 | usda_only_holdout:18 | usda_only_val:11,,
1870,cooked surimi,cooked surimi,38,no,egg | fish | soy | wheat,Pescatarian,Gluten-free | Vegan | Vegetarian,allergen:egg | allergen:fish | allergen:soy | diet_block:gluten_free | evidence:surface_form | review:product_style | review:surface_form_composite,"cooked surimi (alaska pollock, water, sugar, wheat starch, corn starch (11) | cooked surimi (alaska pollock, water, sugar, egg whites, wheat starch, corn starch (7) | cooked surimi (alaska pollock, water, sugar, wheat starch, corn starch, packets: wasabi (see packet). ginger (see packet). soy sauce (water, wheat, soybeans, salt) (6) | cooked surimi (alaska pollock theragra chalcogramma , water, sugar, wheat starch, corn starch (5) | cooked surimi (alaska pollock, water, sugar, egg whites, wheat starch, corn starch, packets: wasabi (see packet), soy sauce (water, wheat, soybeans, salt) (2)",usda_only_train:25 | usda_only_val:8 | usda_only_holdout:5,,
1870,rotini pasta,rotini pasta,20,no,egg | milk | shellfish | wheat,Pescatarian,Gluten-free | Vegan | Vegetarian,allergen:egg | allergen:milk | allergen:shellfish | diet_block:gluten_free | evidence:surface_form | review:product_style | review:surface_form_composite,"rotini pasta (wheat flour, semolina wheat, egg white*) (6) | rotini pasta (water, enriched durum semolina (durum semolina wheat flour, niacin, ferrous sulfate, thiamin mononitrate, riboflavin, folic acid), shrimp (shrimp, water, salt, sodium bisulfite (as a preservative) and sodium tripolyphosphate (added to retain moisture), alfredo sauce (heavy cream (cream (5) | organic rotini pasta (water, organic cooked pasta organic durum wheat semolina ) (4) | rotini pasta (water, enriched semolina (duram wheat semolina, niacin, ferrous sulfate, thiamine mononitrate, riboflavin, folic acid), alfredo sauce (water, cream powder, cheese powder, wheat flour, corn starch, butter powder, salt, lactose, soy lecithin, natural flavors, xanthum gum, garlic power, spice, guar gum), shrimp, parmesan cheese (pasteurized part-skim milk, cheese culture, salt, enzymes), cream, imitation crab fish protein (pollock and/or pacific whiting), water, wheat starch, egg white, sugar, sorbitol,. garnished with: pasteurized part-skim milk, cheese culture, salt, enzymes, enriched wheat flour (enriched with niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), soybean oil, nonfat milk, wheat flour, sugar, yellow corn flour, canola oil, natural smoke flavor, yeast, salt, caramel color, spice, extractives of paprika, parsley (4) | organic rotini pasta (organic cooked pasta organic durum wheat semolina, water ) (1)",usda_only_train:19 | usda_only_val:1,,
1855,enchilada sauce,enchilada sauce,24,no,soy | wheat,,Gluten-free | Pescatarian | Vegan | Vegetarian,allergen:soy | diet_block:gluten_free | diet_block:meat | evidence:surface_form | review:product_style | review:surface_form_composite,"enchilada sauce* (water, red chiles*, spices*, extra virgin olive oil*, apple cider vinegar*, tomato paste*, sea salt) (8) | enchilada sauce (water, tomato paste, soybean oil, onion powder, cumin, dehydrated garlic, chili powder chili pepper, silicon dioxide, ethoxyquin , food starch-modified, salt, sodium benzoate preservative , hydrolyzed corn protein hydrolyzed corn protein with sunflower oil added , sugar, oregano, chicken fat flavor hydrolyzed corn gluten, salt, maltodextrin, chicken fat, sodium phosphate, spices, sugar, natural flavors, disodium inosinate, disodium guanylate) (6) | enchilada sauce (water, tomato paste, corn starch, high oleic sunflower oil, sugar, potassium chloride, flavorings, sea salt, locust bean gum) (4) | enchilada sauce (water, guajillo chile paste water, dried guajillo chile , tomato, red bell pepper, modified food starch, sea salt, canola oil, sugar, dried ancho chili pepper, garlic powder, onion powder, cumin, chipotle sauce chipotle peppers, water, tomato paste, vinegar, onions, sugar, salt, canola oil, spices , dried coriander, xanthan gum, black pepper) (4) | organic enchilada sauce (water, organic spices, organic extra virgin olive oil, organic apple cider vinegar, organic tomato paste, sea salt) (1)",usda_only_train:16 | usda_only_val:4 | usda_only_holdout:4,,
1855,chocolate sandwich cookie,chocolate sandwich cookie,20,no,egg | soy | wheat,Vegetarian | Pescatarian,Gluten-free | Vegan,allergen:egg | allergen:soy | diet_block:gluten_free | evidence:surface_form | review:product_style | review:surface_form_composite,"chocolate sandwich cookie (enriched flour wheat flour, niacin, reduced iron, thiamin mononitrate, riboflavin, folic acid , sugar, vegetable oil soybean, palm and palm kernel oil , dextrose, degerminated yellow corn flour, cocoa processed with alkali, invert sugar (5) | chocolate sandwich cookie (sugar, enriched flour (wheat flour, niacin, reduced iron, thiamin mononitrate (vitamin b1), invert sugar, coating ingredients: sugar, rice flour, water, pasteurized egg whites, corn syrup, wheat flour (5) | chocolate sandwich cookie (sugar, enriched flour wheat flour, niacin, reduced iron, thiamin mononitrate, riboflavin, folic acid , vegetable oil soybean, palm, palm kernel oil with tbhq , cocoa processed with alkali, invert sugar (4) | chocolate sandwich cookie (sugar, enriched wheat flour wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid , palm oil, soybean oil, cocoa processed with alkali, invert sugar (3) | chocolate sandwich cookie (enriched wheat flour wheat flour, niacin, reduced iron, thiamin mononitrate (vitamin b1), riboflavin (vitamin b2), folic acid , sugar, palm oil, cocoa processed with alkali , invert sugar (3)",usda_only_train:14 | usda_only_val:3 | usda_only_holdout:3,,
1855,rustic flatbread,rustic flatbread,19,no,milk | soy | wheat,Vegetarian | Pescatarian,Gluten-free | Vegan,allergen:milk | allergen:soy | diet_block:gluten_free | evidence:surface_form | review:product_style | review:surface_form_composite,"rustic flatbread (enriched unbleached wheat flour wheat flour, malted barley flour, ascorbic acid added as a dough conditioner, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid , water, whole wheat flour, soybean oil, yeast, nonfat dry milk, extra virgin olive oil, sugar, salt, dry sourdough or rye water, fermented rye flour, salt , enzyme, wheat starch) (19)",usda_only_train:13 | usda_only_holdout:5 | usda_only_val:1,,
1855,egg roll,egg roll,18,no,egg | soy | wheat,Vegetarian | Pescatarian,Gluten-free | Vegan,allergen:egg | allergen:soy | diet_block:gluten_free | evidence:surface_form | review:product_style | review:surface_form_composite,"egg roll (filling (cabbage, carrots, yellow carrots, edamame, green onion,), wrapper (wheat flour, water, palm oil, fried in vegetable oil) (18)",usda_only_train:11 | usda_only_val:4 | usda_only_holdout:3,,
1855,italian sub roll,italian sub roll,15,no,milk | soy | wheat,Vegetarian | Pescatarian,Gluten-free | Vegan,allergen:milk | allergen:soy | diet_block:gluten_free | evidence:surface_form | review:product_style | review:surface_form_composite,"italian sub roll (bleached enriched flour wheat flour, vitamin a palmitate, calcium, niacin, iron, thiamin mononitrate, riboflavin, folic acid , water, salt, dextrose sugar , margarine palm oil, liquid soybean oil, water, salt , yeast, dough conditioner whey, corn flour, monocalcium phosphate, l-cysteine hydrochloride, potassium bromate , and 2% or less of the following: guar gum, potassium iodate, calcium sulfate, ammonium sulfate, ascorbic acid, hydrolyzed wheat gluten, diacetyl tartaric acid esters of mono and diglycerides datem , azodicarbonamide ada ) (11) | italian sub roll (bleached enriched flour wheat flour, vitamin a palmitate, calcium, niacin, iron, thiamin mononitrate, riboflavin, folic acid , water, salt, dextrose sugar , margarine palm oil, liquid soybean oil, water, salt , yeast, dough conditioner whey, corn flour, monocalcium phosphate, l-cystene hydrochloride, potassium bromate , and 2% or less of the following: guar gum, potassium iodate, calcium sulfate, ammonium sulfate, ascorbic acid, hydrolyzed wheat gluten, diacetyl tartaric acid esters of mono and diglycerides datem , azodicarbonamide ada ) (4)",usda_only_train:12 | usda_only_holdout:3,,
